"code","product_name","brands","main_category","created_year"
"3336971805038","Chips de lentilles saveur tomate mozza","Vico, Natu' & Bon","snacks","2018"
"7591002000547","Pan Maispaniermehl","PAN","plant based foods and beverages","2015"
"5449000123268","Sparkling Spring Water","Valpré","beverages and beverages preparations","2018"
"7090046315292","Sour Cola Flavoured Dates","Cooper","Unknown","2024"
"4056489978923","High protein drink chocolate","Milbona","beverages and beverages preparations","2024"
"8887333010263","Sardines in lemon sauce","Del Monte","seafood","2024"
"11117780","Dark chocolate covered pretzels with peppermint pieces, peppermint","Nestlé","snacks","2015"
"9352042000281","Vegemite","Vegemite","spreads","2018"
"5019503019056","Quorn pieces","Quorn","plant based foods and beverages","2018"
"9300698500181","Nutella","Ferrero","breakfasts","2018"
"0078742351865","Whole Milk","Great Value","dairies","2017"
"4056489695370","Boisson au soja, sucré","Vemondo","beverages and beverages preparations","2023"
"8901063367173","5050 Maska Chaska","Britannia","snacks","2025"
"4820192262750","Juice apple","Садочок","beverages and beverages preparations","2023"
"5060489730732","Dash Grapefruit Sparkling Water","Dash","beverages and beverages preparations","2023"
"8801056083588","Cantata iced caramel macchiato","Cantana","beverages and beverages preparations","2024"
"7350035210169","Samyang Ramen Kryddstark","Bergqvist, Samyang Foods, Samyang Ramen","plant based foods and beverages","2017"
"20828738","Sticks de poisson","Greenland Seafood, Ocean Sea","seafood","2017"
"5701977062316","EKOLOGISK VEGAN BREDBART","Naturli'","plant based foods and beverages","2020"
"7702511000014","Arroz Diana","Diana","plant based foods and beverages","2020"
"7025168001327","Superbrød","Coop","plant based foods and beverages","2022"
"5202178004964","Αμύγδαλο Με Κακάο","Καρπος","plant based foods and beverages","2024"
"7032069713402","Kikerter i lake","REMA 1000","plant based foods and beverages","2022"
"9315090206968","Skim Milk","Australia's own","dairies","2022"
"6001205733506","Whole Wheat Squares","Blue Ribbon","Unknown","2024"
"7032069760901","Plantebasert havredrikk","REMA 1000","Unknown","2025"
"7702047039892","Mayonesa Fruco | 480 g","Fruco","condiments","2021"
"8000380000210","ล็อคเกอร์ นาโปลิเทนเนอร์","Loacker, ล็อคเกอร์","snacks","2019"
"7897001010014","Óleo de soja","Cocamar","plant based foods and beverages","2025"
"8000350007959","Grisbì pistacchio","Grisbì, Matilde Vicenzi","snacks","2022"
"8410679234514","Chocolate Extrafino 80% NOIR 0% azúcares añadidos","trapa","snacks","2020"
"5601855121008","Azeite de Oliva Extra Virgem","Terras de Camões","plant based foods and beverages","2022"
"20993504","Eat Me Biscuits Classic","Sondey","snacks","2022"
"7613036092487","Le Classique Soja et Blé","Nestlé, Garden gourmet","plant based foods and beverages","2017"
"0646670523465","Wheat pita bread","Sprouts","plant based foods and beverages","2024"
"8480000093578","Muesli crunchy frutos secos","Hacendado","plant based foods and beverages","2018"
"7894000010021","Maizena","Duryea, Maizena, Unilever","plant based foods and beverages","2021"
"5900020037046","Havre Cheerios 375g","Nestlé","plant based foods and beverages","2020"
"8000430388367","Grana padano d.o.p.","Galbani","dairies","2017"
"5203064008943","Kings soft cookies","Allatini","snacks","2023"
"9310043008934","Soy-Lin Bread","Bürgen","plant based foods and beverages","2018"
"8901207036989","Chyawanprash","Dabur","sweeteners","2022"
"8720182308078","Avocats & lime flavour sauce","Hellmann's","Unknown","2022"
"6111184006413","Sauce pizza star 350 g","Star","condiments","2018"
"7898055421511","Aveia Em Flocos Finos Naturale Somos Aveia Caixa 170g","NATURALE","plant based foods and beverages","2023"
"5025125000112","sourdough bread","jason's sourdough","plant based foods and beverages","2021"
"0065633158122","Avoine croquante Amandes","General Mills","plant based foods and beverages","2020"
"5022019010202","belvoir farm elderflower cordial","Belvoir","beverages and beverages preparations","2018"
"0631656717600","ISOWHEY","Muscletech","dietary supplements","2024"
"9510150000016","Top Crust Bread","Keells","plant based foods and beverages","2022"
"4056489914990","Ledový čaj s příchutí limetky a yuzu","Vitasia","beverages and beverages preparations","2024"
"0058854431105","Organic Herbamare Original","A.Vogel","condiments","2018"
"7802575353078","Pomarola salsa de tomate italiana","Carozzi","plant based foods and beverages","2022"
"7035620052774","MellomBar","Eldorado","snacks","2024"
"08217189","white chocolate & cranberry cookie","merba","snacks","2018"
"6003770009680","Bag & Bake Easy Flavour Kit Medium","Nando's","condiments","2019"
"6001065036427","Crunchie","Cadbury","Unknown","2019"
"7038010029530","Gudbrandsdalsost - skivet","TINE","dairies","2018"
"20586218","Франкфуртери от свински бут","Pikok","meats and their products","2019"
"8008698005286","Snack sans gluten","Schär","snacks","2015"
"7048840105816","Yoghurt JORDBÆR","Q","dairies","2021"
"8402001028663","Salsa Cocktail","Hacendado","Unknown","2025"
"0075172079123","Natural Original Liquorice 4 Bars","Panda","snacks","2018"
"4066447308075","Veganer Feinkost Salat wie Fleischsalat mit Räuchertofu","dmBio","plant based foods and beverages","2023"
"7801620002916","Nectar de fruta","Watt's","Unknown","2020"
"3250392494322","Barres chocolat aux 5 céréales bio","Chabrior, Intermarché","snacks","2017"
"20006785","Orge mondé et lentilles","Golden Sun, Le Jardin de Lydie, Lydie Bio","plant based foods and beverages","2018"
"7056831970121","Knekks med Spelt & Havsalt","Røros","Unknown","2024"
"3560070048786","Cookies Tout Chocolat","Carrefour","snacks","2014"
"5000159535267","Dark Chocolate Almonds","KIND","plant based foods and beverages","2021"
"8888101287238","Lite Marie small","manchee","Unknown","2025"
"7700304624997","Almendra Natural","Nuthos","plant based foods and beverages","2023"
"8992753004010","fisian flag","Frisian Flag","plant based foods and beverages","2020"
"8853333013580","Sainampeung Orange Juice","Malee, มาลี","beverages and beverages preparations","2019"
"0021000081059","REAL MAYO","Kraft","condiments","2023"
"7703153041496","Multivit","procaps","dietary supplements","2024"
"3229820783338","Épeautre noisette","Bjorg","beverages and beverages preparations","2014"
"8410076481764","Tortilla chips chili","General Mills, Old El Paso","snacks","2017"
"8852044110267","ทาโร่รสเข้มข้น","Taro, ทาโร่","Fish snack","2017"
"3760056260069","Gran Padano AOP","Casa Azzurra","dairies","2014"
"8997206772072","Salad Dressing dengan Kecap ala Jepang","Kewpie","Unknown","2025"
"8008698024188","Schär Pan Rustico viaczrnný krájaný chlieb bez lepku","Schär","plant based foods and beverages","2018"
"7891991001373","Refrigerante de Guaraná de Baixa Caloria","Ambev","beverages and beverages preparations","2022"
"8410066112845","сос с пармезан HEINZ","Heinz","condiments","2016"
"8904004409253","Potato Lite","Haldiram Snacks Pvt. Ltd.","plant based foods and beverages","2022"
"4820179258820","Mashed Potatoes w/ Fried Onion - Reeva","Reeva","Unknown","2024"
"5059319035772","Oaties cocoa crunch","Kellogg's","plant based foods and beverages","2025"
"8906069405102","Cheesy Melt","Veeba","Unknown","2024"
"7613035312050","Kit Kat Mini","Kit Kat, Nestlé","snacks","2015"
"6408430339327","Arki Kermajuustoviipale","Valio","dairies","2019"
"3560071253080","Wraps blé complet","Carrefour, Carrefour Sensation","plant based foods and beverages","2023"
"3083680085335","Flageolets préparés 1/2","Cassegrain","plant based foods and beverages","2013"
"3017620690969","Kinder Bueno","Kinder","snacks","2015"
"6001790403792","Pompote","","Unknown","2024"
"20037154","Sauce tomate au basilic","Combino","plant based foods and beverages","2016"
"6224007975633","Mozerella","Cheesa","Unknown","2021"
"3038350015006","Spaghetti qualité supérieure 500g","Ebro Foods, Panzani","plant based foods and beverages","2013"
"3038350014603","Panzani gansettes 500g","Panzani","plant based foods and beverages","2013"
"6009242002647","White Hanburger Buns","Pick N Pay","Unknown","2024"
"4056489825623","Scottish Porridge Oats","Crownfield","plant based foods and beverages","2024"
"7804618520096","Dulce de Leche","Líder","Unknown","2019"
"7790742321800","Finlandia Light","Finlandia, La Serenísima","dairies","2021"
"7792180005182","Cañuelas Aceite de Oliva Virgen Extra Clásico","Cañuelas, Molino Cañuelas","plant based foods and beverages","2020"
"7893000979932","deline","Sadia","plant based foods and beverages","2020"
"4902102141123","可口可乐 无糖","Coca-Cola","beverages and beverages preparations","2025"
"7622300248987","Oboy","O'boy","beverages and beverages preparations","2016"
"7896007800001","Shoyu Tradicional","Sakura","condiments","2021"
"0790757847354","PANCAKES PROTEICOS","GRANGER. FOODS","crepes and galettes","2023"
"3182180060320","Tartines de Pain Blé Complet","Brioche Pasquier","plant based foods and beverages","2015"
"8716200615129","NoyNoy Evaporated Milk, Light 410g","NoyNoy","el:Συμπυκνωμένο γάλα","2016"
"8711327480537","Magnum Batonnet Gold Caramel Billion 85ml","Magnum","desserts","2021"
"4770301238391","Braškių ir rabarbarų gaivusis gėrimas","","lt:Gerimai","2024"
"7898215157854","Beb Lac Piracanjuba 250ml Whey 15g Z/Lac Chocolate","Piracanjuba","dairies","2023"
"8998009010248","Ultra Milk Stroberi 250 ml E-1B","Ultra Jaya","Unknown","2019"
"5774540137506","Dark 70%","Anthon Berg","snacks","2025"
"4902102107648","綾鷹","日本コカ・コーラ","beverages and beverages preparations","2019"
"7038010029646","Fløtemysost Skivet","Tine","dairies","2017"
"4056489719618","Chocolat noir, Éclats d'amandes grillées & pointe de sel","Fairglobe, Lidl, Way to go!","snacks","2023"
"4820001314489","Гірчиця &quot;Американська&quot;, лагідна негостра","Торчин","condiments","2021"
"4065019008566","My Vay Sojadrink Gezoet","My Vay","beverages and beverages preparations","2024"
"3770016162036","Nuggets Végétaux et Gourmands","HappyVore","plant based foods and beverages","2020"
"4796018230046","Frutty Fro Yo","","Unknown","2022"
"8595564505075","Musli 3 typy čokolády","BonaVita","plant based foods and beverages","2019"
"7501005180306","Caldo de pollo","Knorr","broths","2019"
"0021000052288","Original Barbecue Sauce","Kraft","condiments","2018"
"3019081241193","Filets maquereaux moutarde a l'ancienne","Petit Navire","seafood","2020"
"5060088705179","raw fruit & nut bar","nakd","plant based foods and beverages","2017"
"7613033213342","FITNESS Céréales chocolat noir","Nestlé","plant based foods and beverages","2017"
"01115215","Madagascan Vanilla Custard","Sainsbury's, Sainsbury's Taste the Difference","dairies","2020"
"0096619937325","Organic Diced Tomatoes","Kirkland Signature","plant based foods and beverages","2015"
"8410261641423","SIMON LIFE","Don Simón, J. Garcia Carrion","beverages and beverages preparations","2018"
"8850718801886","Lay’s Nori Seaweed - 50 g","Lay's, เลย์","plant based foods and beverages","2022"
"8801073115514","Buldak Spicy Ramen","Samyang","plant based foods and beverages","2022"
"7894900500035","Powerade limao","Powerade","beverages and beverages preparations","2024"
"7896025803695","Mostarda Amarela Sabores Cepêra Squeeze 350g","CEPERA","condiments","2023"
"3560070687350","Filets de Colin Alaska","Carrefour, Produits Blancs","seafood","2018"
"5901588400280","Vanilla Marshmallow in Dark Chocolate","E. Wedel","snacks","2023"
"0829696000800","WILD SARDINES In Extra Virgin Olive Oil Lightly Smoked","Wild Planet","seafood","2015"
"7500608000318","Galletas de maíz con quinoa","OKKO Superfoods","plant based foods and beverages","2023"
"3083680003629","Csicseri Borso","Bonduelle, Bonduelle restauration","plant based foods and beverages","2018"
"20800680","Agavesirap","Maribel, el Tequito","sweeteners","2017"
"7300400482585","Wasa Tynn Havre 265g","BARILLA NORGE AS","Unknown","2023"
"7613036049399","Nestle fitness granola","Nestlé","plant based foods and beverages","2020"
"7791954004109","Avena Tradicional","Exclusivo","es:Avena Instantánea","2025"
"0072945601369","Bread","Sara Lee","plant based foods and beverages","2017"
"1230000097048","HAZELNUT BUTTER DARK CHOCOLATE","Hu","snacks","2021"
"7795293601869","Pan integral","Don Yeyo","plant based foods and beverages","2024"
"5010204612287","Italian Finely Chopped Tomatoes","Tesco","plant based foods and beverages","2016"
"0041789002915","Ramen maruchan","Maruchan","plant based foods and beverages","2020"
"5700382801947","Bearnaise","Irma","condiments","2025"
"8850229102014","TUNA STEAK IN SPRING WATER","nautilus","seafood","2017"
"6921168597734","茶π果味茶饮料 柑普柠檬茶","Nongfu Spring, 农夫山泉","beverages and beverages preparations","2023"
"7802410001423","Aliño Cesar Salad","Gourmet","Unknown","2022"
"5998400310902","Vegan Rizskása étcsokoládés málnával","Cerbona","plant based foods and beverages","2023"
"4009700074720","Danone Actimel® CLASSIC 8X100G","Danone, Actimel","beverages and beverages preparations","2018"
"9555764000076","Original Sea Salt Gourmet Popcorn","MyEureka","snacks","2024"
"8904004402032","All In One","Haldiram's","snacks","2023"
"5449000133328","Cocacola zero sugar","Coke ZERO","beverages and beverages preparations","2015"
"8888002076009","Coca Cola","Coca-Cola","beverages and beverages preparations","2015"
"20281151","Crème brûlée","Deluxe","dairies","2016"
"5705830614940","Salat ost i tern","REMA 1000","dairies","2025"
"5700426293905","Ecological milk 3.5% fat","Arla","dairies","2022"
"6009880839759","Low Fat Plain Yoghurt","Darling","dairies","2023"
"7793046008415","Mermelada de Durazno","Dulcor","plant based foods and beverages","2019"
"8594014630022","HOBZOVY. CESNEKOVÉ","Strážnické brambůrky","plant based foods and beverages","2018"
"7802237001026","Tahine","SUK","Unknown","2024"
"8590421062661","Băutură cu soia bio, UHT","Nature´s Promise","beverages and beverages preparations","2023"
